action,filepath,source,class,reason
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_219_T1_slice0.png,MLS_UPenn,Fake,mean=4.74<5.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_219_T1_slice225.png,MLS_UPenn,Fake,mean=0.62<5.0; black%=98.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_21_T1_slice225.png,MLS_UPenn,Fake,mean=0.73<5.0; black%=98.9>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_220_T1_slice0.png,MLS_UPenn,Fake,mean=0.81<5.0; black%=99.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_220_T1_slice225.png,MLS_UPenn,Fake,mean=0.50<5.0; black%=99.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_221_T1_slice0.png,MLS_UPenn,Fake,mean=0.53<5.0; black%=99.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_221_T1_slice225.png,MLS_UPenn,Fake,mean=0.56<5.0; black%=98.9>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_222_T1_slice0.png,MLS_UPenn,Fake,mean=0.08<5.0; black%=99.9>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_222_T1_slice225.png,MLS_UPenn,Fake,mean=1.22<5.0; black%=98.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_223_T1_slice0.png,MLS_UPenn,Fake,mean=2.50<5.0; black%=95.9>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_223_T1_slice225.png,MLS_UPenn,Fake,mean=1.19<5.0; black%=97.9>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_224_T1_slice0.png,MLS_UPenn,Fake,mean=0.67<5.0; black%=99.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_224_T1_slice225.png,MLS_UPenn,Fake,mean=0.33<5.0; black%=99.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_225_T1_slice0.png,MLS_UPenn,Fake,mean=0.43<5.0; black%=99.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_225_T1_slice225.png,MLS_UPenn,Fake,mean=0.37<5.0; black%=99.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_226_T1_slice0.png,MLS_UPenn,Fake,mean=0.10<5.0; black%=99.9>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_226_T1_slice225.png,MLS_UPenn,Fake,mean=0.53<5.0; black%=98.8>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_227_T1_slice0.png,MLS_UPenn,Fake,mean=4.88<5.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_227_T1_slice225.png,MLS_UPenn,Fake,mean=1.02<5.0; black%=98.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_228_T1_slice0.png,MLS_UPenn,Fake,mean=0.76<5.0; black%=99.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_228_T1_slice225.png,MLS_UPenn,Fake,mean=0.46<5.0; black%=99.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_229_T1_slice0.png,MLS_UPenn,Fake,mean=3.24<5.0; black%=95.8>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_229_T1_slice225.png,MLS_UPenn,Fake,mean=0.76<5.0; black%=98.8>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_22_T1_slice225.png,MLS_UPenn,Fake,mean=0.64<5.0; black%=99.2>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_230_T1_slice0.png,MLS_UPenn,Fake,mean=2.09<5.0; black%=97.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_230_T1_slice225.png,MLS_UPenn,Fake,mean=1.20<5.0; black%=98.0>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_231_T1_slice0.png,MLS_UPenn,Fake,mean=0.44<5.0; black%=99.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_231_T1_slice225.png,MLS_UPenn,Fake,mean=0.11<5.0; black%=99.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_232_T1_slice0.png,MLS_UPenn,Fake,mean=0.69<5.0; black%=99.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_232_T1_slice225.png,MLS_UPenn,Fake,mean=1.71<5.0; black%=97.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_233_T1_slice0.png,MLS_UPenn,Fake,mean=1.16<5.0; black%=99.2>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_233_T1_slice225.png,MLS_UPenn,Fake,mean=0.62<5.0; black%=98.9>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_234_T1_slice0.png,MLS_UPenn,Fake,mean=1.27<5.0; black%=98.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_234_T1_slice225.png,MLS_UPenn,Fake,mean=1.05<5.0; black%=98.0>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_235_T1_slice225.png,MLS_UPenn,Fake,mean=1.47<5.0; black%=97.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_236_T1_slice0.png,MLS_UPenn,Fake,mean=1.68<5.0; black%=98.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_236_T1_slice225.png,MLS_UPenn,Fake,mean=0.70<5.0; black%=98.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_237_T1_slice0.png,MLS_UPenn,Fake,mean=4.59<5.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_237_T1_slice225.png,MLS_UPenn,Fake,mean=1.04<5.0; black%=98.2>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_238_T1_slice0.png,MLS_UPenn,Fake,mean=0.57<5.0; black%=98.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_238_T1_slice225.png,MLS_UPenn,Fake,mean=0.91<5.0; black%=98.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_239_T1_slice0.png,MLS_UPenn,Fake,mean=0.81<5.0; black%=99.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_239_T1_slice225.png,MLS_UPenn,Fake,mean=0.32<5.0; black%=99.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_23_T1_slice0.png,MLS_UPenn,Fake,mean=0.39<5.0; black%=99.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_23_T1_slice225.png,MLS_UPenn,Fake,mean=1.04<5.0; black%=98.2>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_240_T1_slice225.png,MLS_UPenn,Fake,mean=0.19<5.0; black%=99.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_241_T1_slice0.png,MLS_UPenn,Fake,mean=0.48<5.0; black%=99.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_241_T1_slice225.png,MLS_UPenn,Fake,mean=4.18<5.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_242_T1_slice0.png,MLS_UPenn,Fake,mean=0.93<5.0; black%=99.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_242_T1_slice225.png,MLS_UPenn,Fake,mean=0.16<5.0; black%=99.8>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_243_T1_slice0.png,MLS_UPenn,Fake,mean=1.06<5.0; black%=99.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_243_T1_slice225.png,MLS_UPenn,Fake,mean=1.11<5.0; black%=97.9>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_244_T1_slice0.png,MLS_UPenn,Fake,mean=0.83<5.0; black%=99.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_244_T1_slice225.png,MLS_UPenn,Fake,mean=0.85<5.0; black%=98.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_245_T1_slice0.png,MLS_UPenn,Fake,mean=0.51<5.0; black%=99.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_245_T1_slice225.png,MLS_UPenn,Fake,mean=0.89<5.0; black%=98.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_246_T1_slice0.png,MLS_UPenn,Fake,mean=1.82<5.0; black%=96.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_246_T1_slice225.png,MLS_UPenn,Fake,mean=0.55<5.0; black%=98.8>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_247_T1_slice0.png,MLS_UPenn,Fake,mean=0.66<5.0; black%=99.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_247_T1_slice225.png,MLS_UPenn,Fake,mean=1.92<5.0; black%=96.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_248_T1_slice0.png,MLS_UPenn,Fake,mean=0.55<5.0; black%=99.0>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_248_T1_slice225.png,MLS_UPenn,Fake,mean=0.36<5.0; black%=99.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_249_T1_slice0.png,MLS_UPenn,Fake,mean=0.83<5.0; black%=99.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_249_T1_slice225.png,MLS_UPenn,Fake,mean=0.24<5.0; black%=99.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_24_T1_slice0.png,MLS_UPenn,Fake,mean=0.20<5.0; black%=99.8>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_24_T1_slice225.png,MLS_UPenn,Fake,mean=0.55<5.0; black%=99.2>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_250_T1_slice0.png,MLS_UPenn,Fake,mean=1.27<5.0; black%=98.9>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_250_T1_slice225.png,MLS_UPenn,Fake,mean=0.59<5.0; black%=98.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_251_T1_slice0.png,MLS_UPenn,Fake,mean=1.31<5.0; black%=98.0>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_251_T1_slice225.png,MLS_UPenn,Fake,mean=0.71<5.0; black%=99.0>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_252_T1_slice0.png,MLS_UPenn,Fake,mean=0.29<5.0; black%=99.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_252_T1_slice225.png,MLS_UPenn,Fake,mean=1.20<5.0; black%=98.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_253_T1_slice0.png,MLS_UPenn,Fake,mean=0.56<5.0; black%=99.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_253_T1_slice225.png,MLS_UPenn,Fake,mean=0.42<5.0; black%=99.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_254_T1_slice0.png,MLS_UPenn,Fake,mean=0.19<5.0; black%=99.8>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_254_T1_slice225.png,MLS_UPenn,Fake,mean=0.92<5.0; black%=98.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_255_T1_slice0.png,MLS_UPenn,Fake,mean=0.32<5.0; black%=99.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_255_T1_slice225.png,MLS_UPenn,Fake,mean=0.78<5.0; black%=98.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_256_T1_slice0.png,MLS_UPenn,Fake,mean=1.04<5.0; black%=98.9>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_256_T1_slice225.png,MLS_UPenn,Fake,mean=0.91<5.0; black%=99.2>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_257_T1_slice0.png,MLS_UPenn,Fake,mean=0.24<5.0; black%=99.8>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_257_T1_slice225.png,MLS_UPenn,Fake,mean=0.12<5.0; black%=99.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_258_T1_slice225.png,MLS_UPenn,Fake,mean=0.52<5.0; black%=98.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_259_T1_slice0.png,MLS_UPenn,Fake,mean=0.21<5.0; black%=99.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_259_T1_slice225.png,MLS_UPenn,Fake,mean=1.50<5.0; black%=97.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_25_T1_slice0.png,MLS_UPenn,Fake,mean=2.63<5.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_25_T1_slice225.png,MLS_UPenn,Fake,mean=0.65<5.0; black%=99.0>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_260_T1_slice0.png,MLS_UPenn,Fake,mean=0.85<5.0; black%=99.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_260_T1_slice225.png,MLS_UPenn,Fake,mean=0.20<5.0; black%=99.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_261_T1_slice0.png,MLS_UPenn,Fake,mean=0.78<5.0; black%=99.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_261_T1_slice225.png,MLS_UPenn,Fake,mean=0.47<5.0; black%=98.9>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_262_T1_slice0.png,MLS_UPenn,Fake,mean=0.12<5.0; black%=99.8>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_262_T1_slice225.png,MLS_UPenn,Fake,mean=0.29<5.0; black%=99.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_263_T1_slice0.png,MLS_UPenn,Fake,mean=1.85<5.0; black%=96.2>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_263_T1_slice225.png,MLS_UPenn,Fake,mean=0.47<5.0; black%=99.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_264_T1_slice225.png,MLS_UPenn,Fake,mean=1.54<5.0; black%=97.8>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_265_T1_slice0.png,MLS_UPenn,Fake,mean=0.36<5.0; black%=99.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_265_T1_slice225.png,MLS_UPenn,Fake,mean=1.07<5.0; black%=98.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_266_T1_slice0.png,MLS_UPenn,Fake,mean=0.65<5.0; black%=98.8>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_266_T1_slice225.png,MLS_UPenn,Fake,mean=0.72<5.0; black%=98.9>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_267_T1_slice0.png,MLS_UPenn,Fake,mean=0.08<5.0; black%=99.9>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_267_T1_slice225.png,MLS_UPenn,Fake,mean=0.77<5.0; black%=98.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_268_T1_slice225.png,MLS_UPenn,Fake,mean=0.52<5.0; black%=99.0>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_269_T1_slice0.png,MLS_UPenn,Fake,mean=2.73<5.0; black%=96.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_269_T1_slice225.png,MLS_UPenn,Fake,mean=0.37<5.0; black%=99.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_26_T1_slice0.png,MLS_UPenn,Fake,mean=1.92<5.0; black%=96.9>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_26_T1_slice225.png,MLS_UPenn,Fake,mean=1.18<5.0; black%=98.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_270_T1_slice0.png,MLS_UPenn,Fake,mean=0.58<5.0; black%=99.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_270_T1_slice225.png,MLS_UPenn,Fake,mean=0.18<5.0; black%=99.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_271_T1_slice0.png,MLS_UPenn,Fake,mean=0.04<5.0; black%=100.0>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_271_T1_slice225.png,MLS_UPenn,Fake,mean=0.73<5.0; black%=98.9>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_272_T1_slice0.png,MLS_UPenn,Fake,mean=0.65<5.0; black%=99.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_272_T1_slice225.png,MLS_UPenn,Fake,mean=0.95<5.0; black%=98.8>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_273_T1_slice0.png,MLS_UPenn,Fake,mean=0.75<5.0; black%=99.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_273_T1_slice225.png,MLS_UPenn,Fake,mean=0.88<5.0; black%=98.2>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_274_T1_slice0.png,MLS_UPenn,Fake,mean=3.25<5.0; black%=95.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_274_T1_slice225.png,MLS_UPenn,Fake,mean=1.20<5.0; black%=98.2>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_275_T1_slice0.png,MLS_UPenn,Fake,mean=0.22<5.0; black%=99.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_275_T1_slice225.png,MLS_UPenn,Fake,mean=0.44<5.0; black%=98.9>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_276_T1_slice0.png,MLS_UPenn,Fake,mean=2.83<5.0; black%=95.8>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_276_T1_slice225.png,MLS_UPenn,Fake,mean=0.75<5.0; black%=98.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_277_T1_slice0.png,MLS_UPenn,Fake,mean=4.18<5.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_277_T1_slice225.png,MLS_UPenn,Fake,mean=1.28<5.0; black%=97.9>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_278_T1_slice225.png,MLS_UPenn,Fake,mean=0.73<5.0; black%=98.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_279_T1_slice0.png,MLS_UPenn,Fake,mean=1.04<5.0; black%=98.8>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_279_T1_slice225.png,MLS_UPenn,Fake,mean=0.37<5.0; black%=99.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_27_T1_slice0.png,MLS_UPenn,Fake,mean=2.30<5.0; black%=97.2>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_27_T1_slice225.png,MLS_UPenn,Fake,mean=0.06<5.0; black%=99.9>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_280_T1_slice225.png,MLS_UPenn,Fake,mean=0.92<5.0; black%=98.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_281_T1_slice0.png,MLS_UPenn,Fake,mean=0.90<5.0; black%=99.2>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_281_T1_slice225.png,MLS_UPenn,Fake,mean=0.64<5.0; black%=99.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_282_T1_slice0.png,MLS_UPenn,Fake,mean=0.91<5.0; black%=98.8>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_282_T1_slice225.png,MLS_UPenn,Fake,mean=1.06<5.0; black%=97.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_283_T1_slice0.png,MLS_UPenn,Fake,mean=0.13<5.0; black%=99.9>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_283_T1_slice225.png,MLS_UPenn,Fake,mean=0.27<5.0; black%=99.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_284_T1_slice0.png,MLS_UPenn,Fake,mean=2.70<5.0; black%=96.2>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_284_T1_slice225.png,MLS_UPenn,Fake,mean=0.34<5.0; black%=99.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_285_T1_slice0.png,MLS_UPenn,Fake,mean=4.44<5.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_285_T1_slice225.png,MLS_UPenn,Fake,mean=0.23<5.0; black%=99.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_286_T1_slice0.png,MLS_UPenn,Fake,mean=0.39<5.0; black%=99.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_286_T1_slice225.png,MLS_UPenn,Fake,mean=0.60<5.0; black%=98.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_287_T1_slice0.png,MLS_UPenn,Fake,mean=0.35<5.0; black%=99.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_287_T1_slice225.png,MLS_UPenn,Fake,mean=1.12<5.0; black%=97.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_288_T1_slice0.png,MLS_UPenn,Fake,mean=0.92<5.0; black%=99.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_288_T1_slice225.png,MLS_UPenn,Fake,mean=0.47<5.0; black%=99.0>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_289_T1_slice0.png,MLS_UPenn,Fake,mean=1.51<5.0; black%=98.2>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_289_T1_slice225.png,MLS_UPenn,Fake,mean=0.53<5.0; black%=99.1>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_28_T1_slice0.png,MLS_UPenn,Fake,mean=0.27<5.0; black%=99.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_28_T1_slice225.png,MLS_UPenn,Fake,mean=4.53<5.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_290_T1_slice225.png,MLS_UPenn,Fake,mean=0.62<5.0; black%=98.9>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_291_T1_slice0.png,MLS_UPenn,Fake,mean=0.57<5.0; black%=99.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_291_T1_slice225.png,MLS_UPenn,Fake,mean=0.54<5.0; black%=98.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_292_T1_slice0.png,MLS_UPenn,Fake,mean=0.26<5.0; black%=99.8>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_292_T1_slice225.png,MLS_UPenn,Fake,mean=1.59<5.0; black%=97.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_293_T1_slice225.png,MLS_UPenn,Fake,mean=1.04<5.0; black%=98.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_294_T1_slice0.png,MLS_UPenn,Fake,mean=0.41<5.0; black%=99.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_294_T1_slice225.png,MLS_UPenn,Fake,mean=0.27<5.0; black%=99.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_295_T1_slice0.png,MLS_UPenn,Fake,mean=0.90<5.0; black%=99.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_295_T1_slice225.png,MLS_UPenn,Fake,mean=0.29<5.0; black%=99.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_296_T1_slice225.png,MLS_UPenn,Fake,mean=1.15<5.0; black%=98.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_297_T1_slice0.png,MLS_UPenn,Fake,mean=0.39<5.0; black%=99.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_297_T1_slice225.png,MLS_UPenn,Fake,mean=0.37<5.0; black%=99.2>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_298_T1_slice0.png,MLS_UPenn,Fake,mean=2.71<5.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_298_T1_slice225.png,MLS_UPenn,Fake,mean=0.35<5.0; black%=99.2>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_299_T1_slice0.png,MLS_UPenn,Fake,mean=0.17<5.0; black%=99.8>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_299_T1_slice225.png,MLS_UPenn,Fake,mean=0.71<5.0; black%=98.2>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_29_T1_slice0.png,MLS_UPenn,Fake,mean=0.72<5.0; black%=99.2>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_29_T1_slice225.png,MLS_UPenn,Fake,mean=0.29<5.0; black%=99.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_2_T1_slice0.png,MLS_UPenn,Fake,mean=0.49<5.0; black%=99.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_2_T1_slice225.png,MLS_UPenn,Fake,mean=0.77<5.0; black%=98.8>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_300_T1_slice0.png,MLS_UPenn,Fake,mean=4.50<5.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_300_T1_slice225.png,MLS_UPenn,Fake,mean=0.55<5.0; black%=99.0>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_301_T1_slice0.png,MLS_UPenn,Fake,mean=0.52<5.0; black%=99.1>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_301_T1_slice225.png,MLS_UPenn,Fake,mean=0.27<5.0; black%=99.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_302_T1_slice0.png,MLS_UPenn,Fake,mean=0.79<5.0; black%=99.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_302_T1_slice225.png,MLS_UPenn,Fake,mean=0.71<5.0; black%=98.8>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_303_T1_slice0.png,MLS_UPenn,Fake,mean=0.05<5.0; black%=99.9>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_303_T1_slice225.png,MLS_UPenn,Fake,mean=0.80<5.0; black%=98.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_304_T1_slice0.png,MLS_UPenn,Fake,mean=0.74<5.0; black%=99.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_UPenn/Training_304_T1_slice225.png,MLS_UPenn,Fake,mean=0.61<5.0; black%=98.6>95.0
